,name,price,ratings,image
218,Bestellen Handmade Wooden Cooking Spoons and Serving Spoon Set of 7 | Non Stick Kitchen Utensil Spoon Set Frying Spoon Spatula Spoon Dosa Spoon Serving Spoon,Rs. 99,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61OeefrUwNL._AC_UL320_.jpg
219,"FI - FLICK IN Pretend Role Play Kitchen Set Cooking Toy for Kids, Little Chef Cookware Set Food & Accessories for 3+ Years Girls (50 Pieces) (Multicolor)",Rs. 449,4.1 out of 5 stars,https://m.media-amazon.com/images/I/6144U-ixTkL._AC_UL320_.jpg
220,"Cello Steelox Induction Compatible Stainless Steel Multi Purpose Steamer/Modak Maker with Glass Lid, 18Cm",Rs. 919,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61St9f3JBRL._AC_UL320_.jpg
221,"Fruitalite Silicone Kitchen Utensils Spoon Spatula Cooking Set- 10 Pcs Non-Stick with Wooden Handle- BPA Free, Heat Resistant Item, Flexible Non Toxic, Silicon Food Grade Cookware Tools- Black","Rs. 1,599",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71ciQyE+R6L._AC_UL320_.jpg
222,"Sakoraware Baking Essential Cotton Padded Heat Proof Microwave Baking Oven Mitt Gloves Kitchen for Cooking, Non Slip, Set of 2 (30cm Long) Baking Items, Random Patterns",Rs. 279,4.0 out of 5 stars,https://m.media-amazon.com/images/I/717qui5FnOL._AC_UL320_.jpg
223,Zest 4 Toyz Kitchen Set for Kids Girls Cooking Set Pretend Play Toy with Water Tap Light and Sound Toy Battery Operated Kitchen Playset Birthday Gift for Girls 29 PCS,"Rs. 1,999",4.0 out of 5 stars,https://m.media-amazon.com/images/I/716fETUzutL._AC_UL320_.jpg
224,Paczo 4Pcs Stainless Steel Cooking Kitchen Fried Lovely Heart Shape Egg Shaper Ring Pancake Omelette Mould Mold,Rs. 279,3.2 out of 5 stars,https://m.media-amazon.com/images/I/618xFX4TZ1L._AC_UL320_.jpg
225,"MANNAR CRAFT Traditional Bronze Kadai/Cheenachatti for Cooking 2.1 L Capacity (Gold, 9 inch Diameter)","Rs. 2,621",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61d6aj-NPML._AC_UL320_.jpg
226,"JESAVI ENTERPRISE Kitchen Cart, 2 in 1 Kitchen Set in Toy Vehicle for Kids, Pretend Play Kitchen Cooking Playset, DIY Portable Mini Kitchen Play Set","Rs. 1,039",4.0 out of 5 stars,https://m.media-amazon.com/images/I/41k1CCdh1xL._AC_UL320_.jpg
227,"AmazonBasics Tritan 10 Piece (5 Containers and 5 Lids) Food Storage Container (Air Tight and Leak Proof), Safe for Oven, Freezer and Dishwasher","Rs. 1,229",3.9 out of 5 stars,https://m.media-amazon.com/images/I/81CsBn8fyiL._AC_UL320_.jpg
228,AmazonBasics Non-Stick 8-Piece Cookware Set,"Rs. 2,529",4.2 out of 5 stars,https://m.media-amazon.com/images/I/715qOOqdKNL._AC_UL320_.jpg
229,"Wrixty Auto Flip Olive Oil Glass Bottle Leak Proof Condiment Container with Automatic Cap and Stopper, Glass Bottles for Kitchen Cooking (Transparent, 600 ml)",Rs. 409,4.2 out of 5 stars,https://m.media-amazon.com/images/I/51AzQBcLrsL._AC_UL320_.jpg
230,SeGrand Clay Kadai (2 litres) and Tawa (8 inch Diameter) Combo Set - with Handle and Lid for Cooking on Gas - Hand Crafted Terracotta Earthen Pot,Rs. 949,3.7 out of 5 stars,https://m.media-amazon.com/images/I/618VhpR0y6L._AC_UL320_.jpg
231,"Del Monte Pomace Olive Oil TIN, 5L","Rs. 1,549",4.2 out of 5 stars,https://m.media-amazon.com/images/I/613PyPFnEHL._AC_UL320_.jpg
232,"Oblivion Baking Essential Cotton Padded Heat Proof Microwave Baking Oven Mitt Gloves Kitchen for Cooking, Non Slip | Baking Items, Random Patterns | Pack of 2",Rs. 229,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71dxSdoebTL._AC_UL320_.jpg
233,AmazonBasics Stainless Steel Triply Non-stick Wok Pan / Frying Pan with Induction Base (28cm),"Rs. 1,729",4.5 out of 5 stars,https://m.media-amazon.com/images/I/51JWbjb-ZEL._AC_UL320_.jpg
234,"Kitchen Crafting Present Stainless Steel Oil Dispenser 1000ml, Oil Pot, Oil Can, Oil Kitchen Container with nozzle vinegar sauce liquid condiment dispenser of 1 Litre (Silver, Pack of 1)",Rs. 469,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41MzuG3OmsL._AC_UL320_.jpg
235,"Kerala Traditional South India Village Pottery Traditional Pre-Seasoned Clay Pot for Cooking on Gas Combo of 3/Earthern Cookware /Manchatti for Cooking/Clay Pot for Cooking Pre-Seasoned (Black,1,2,3L)",Rs. 799,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61cWItAwkuL._AC_UL320_.jpg
